basin_id,country,country_iso3,climate_zone,rainfall_mm,avg_temp_c,avg_slope_deg,soil_type,ndvi,risk_quantity,risk_quality,regulatory_risk,water_rights,risk_driver,historical_outcome
BSN-2488,Italy,ITA,Mediterranean,348.1,17.9,0.6,Clay,0.51,2.5,3.2,1.4,Restricted,water_quality,
BSN-2489,Italy,ITA,Mediterranean,593.1,9.4,1.1,Loam,0.69,1.0,2.6,2.5,Restricted,low_materiality,
BSN-2490,Italy,ITA,Mediterranean,877.3,15.9,0.6,Silt,0.43,3.2,1.9,2.9,Restricted,water_quantity,
BSN-2491,USA,USA,Mediterranean,552.7,8.6,0.9,Silt,0.66,1.3,5.0,1.0,Restricted,water_quality,
BSN-2492,Chile,CHL,Mediterranean,782.8,12.6,0.4,Loam,0.44,1.4,4.2,2.7,Available,water_quality,
BSN-2493,USA,USA,Arid,50.3,20.1,2.9,Sand,0.2,4.1,2.2,3.2,Restricted,water_quantity|governance_risk|land_degradation,
BSN-2494,Italy,ITA,Mediterranean,708.8,10.7,1.3,Clay,0.53,2.2,4.6,2.9,Restricted,water_quality,
BSN-2495,Italy,ITA,Mediterranean,459.6,10.3,2.2,Silt,0.54,2.6,1.8,2.3,Restricted,low_materiality,
BSN-2496,Italy,ITA,Mediterranean,687.5,13.9,1.0,Silt,0.44,1.7,2.6,2.8,Restricted,low_materiality,
BSN-2497,Spain,,Mediterranean,573.7,20.6,1.2,Clay,0.5,3.6,1.9,2.1,Restricted,water_quantity,
BSN-2498,Chile,CHL,Mediterranean,678.6,19.6,0.4,Loam,0.51,2.8,3.8,2.2,Available,water_quality,
BSN-2499,Canada,CAN,Wet,1370.4,12.8,7.3,Clay,0.62,2.8,3.3,1.6,Restricted,water_quality|erosion,
BSN-2500,Chile,CHL,Mediterranean,354.3,16.9,0.3,Clay,0.56,2.1,2.5,2.7,Restricted,low_materiality,
BSN-2501,Chile,CHL,Mediterranean,670.4,9.7,1.8,Loam,0.44,1.7,2.8,1.9,Locked,low_materiality,
BSN-2502,Australia,,Arid,37.1,15.7,1.2,Sand,0.06,5.0,3.9,1.6,Restricted,water_quality|water_quantity|land_degradation,
BSN-2503,Spain,,Mediterranean,377.9,21.4,0.5,Clay,0.52,4.1,4.1,2.7,Restricted,water_quality|water_quantity,
BSN-2504,Chile,CHL,Mediterranean,386.9,13.5,0.5,Clay,0.55,3.0,2.4,2.1,Available,water_quantity,
BSN-2505,Italy,ITA,Mediterranean,581.4,17.6,0.9,Loam,0.48,2.1,2.8,2.5,Restricted,low_materiality,1.0
BSN-2506,Chile,CHL,Mediterranean,573.7,21.6,0.7,Clay,0.41,2.3,3.5,2.7,Restricted,water_quality,
BSN-2507,Chile,CHL,Mediterranean,783.3,13.5,3.6,Clay,0.55,1.3,3.4,2.0,Restricted,water_quality,
BSN-2508,Chile,CHL,Mediterranean,511.6,20.8,0.9,Loam,0.49,3.8,3.1,3.5,Locked,water_quality|water_quantity|governance_risk,
BSN-2509,UK,GBR,Wet,1242.1,4.1,3.3,Peat,0.87,1.4,2.9,2.5,Available,low_materiality,
BSN-2510,Canada,CAN,Wet,808.3,6.8,2.1,Peat,0.65,2.1,2.9,3.2,Restricted,governance_risk,
BSN-2511,UK,GBR,Wet,1019.7,12.6,5.8,Loam,0.76,4.2,2.4,3.6,Available,water_quantity|governance_risk,
BSN-2512,Canada,CAN,Wet,1018.7,8.4,3.2,Loam,0.72,1.9,3.3,3.3,Locked,water_quality|governance_risk,
BSN-2513,Chile,CHL,Arid,0.0,27.7,1.6,Sand,0.03,4.1,2.3,2.3,Locked,water_quantity|land_degradation,
BSN-2514,USA,USA,Arid,13.2,19.7,0.6,Sand,0.06,4.3,2.3,2.5,Restricted,water_quantity|land_degradation,0.0
BSN-2515,Chile,CHL,Arid,52.1,22.4,2.4,Rock,0.05,5.0,2.9,2.3,Available,water_quantity|land_degradation,
BSN-2516,Italy,ITA,Mediterranean,491.1,13.9,2.4,Loam,0.65,1.7,3.3,2.5,Restricted,water_quality,
BSN-2517,Canada,CAN,Wet,1528.1,14.6,4.5,Loam,0.88,1.6,2.2,3.7,Available,governance_risk,
BSN-2518,Spain,,Mediterranean,692.5,6.5,1.0,Clay,0.67,1.3,3.8,1.2,Restricted,water_quality,
BSN-2519,Chile,CHL,Wet,937.9,10.4,7.3,Clay,0.79,1.4,3.3,1.7,Available,water_quality|erosion,
BSN-2520,USA,USA,Arid,45.1,23.6,3.0,Sand,0.01,4.1,2.5,2.7,Restricted,water_quantity|land_degradation,0.0
BSN-2521,Canada,CAN,Wet,1431.6,14.7,3.3,Peat,0.63,1.0,3.5,2.8,Restricted,water_quality,
BSN-2522,Spain,,Mediterranean,813.6,13.9,3.3,Clay,0.66,2.8,2.4,3.0,Restricted,governance_risk,
BSN-2523,USA,USA,Arid,100.7,25.0,3.8,Sand,0.17,3.4,3.3,1.9,Available,water_quality|water_quantity|land_degradation,
BSN-2524,Chile,CHL,Mediterranean,747.6,10.3,0.4,Silt,0.61,2.1,1.8,2.5,Locked,low_materiality,
BSN-2525,Spain,,Mediterranean,749.0,10.5,1.5,Loam,0.56,3.5,3.1,1.8,Restricted,water_quality|water_quantity,
BSN-2526,Spain,,Mediterranean,585.9,17.3,0.2,Clay,0.49,2.9,3.8,2.2,Restricted,water_quality,
BSN-2527,Italy,ITA,Mediterranean,622.4,12.3,0.3,Clay,0.52,2.8,2.9,2.0,Restricted,low_materiality,
BSN-2528,Canada,CAN,Wet,1372.9,3.0,3.4,Clay,0.77,3.8,2.9,2.8,Available,water_quantity,
BSN-2529,USA,USA,Mediterranean,787.4,11.9,1.1,Silt,0.51,2.7,4.4,3.4,Restricted,water_quality|governance_risk,
BSN-2530,Chile,CHL,Mediterranean,567.7,9.5,0.3,Loam,0.51,2.3,3.1,1.9,Restricted,water_quality,
BSN-2531,Italy,ITA,Mediterranean,623.0,11.0,0.1,Loam,0.63,1.1,4.1,2.1,Restricted,water_quality,1.0
BSN-2532,UK,GBR,Wet,755.4,10.5,12.8,Peat,0.8,2.7,1.0,2.1,Restricted,erosion,
BSN-2533,Italy,ITA,Mediterranean,376.0,20.6,1.4,Loam,0.43,2.4,2.8,3.0,Restricted,governance_risk,
BSN-2534,Chile,CHL,Mediterranean,426.5,17.0,3.4,Loam,0.49,3.9,2.7,3.7,Locked,water_quantity|governance_risk,
BSN-2535,USA,USA,Arid,109.4,25.6,2.8,Rock,0.05,4.1,2.3,3.4,Restricted,water_quantity|governance_risk|land_degradation,
BSN-2536,Chile,CHL,Arid,64.5,25.6,5.1,Rock,0.01,3.9,4.2,2.7,Restricted,water_quality|water_quantity|land_degradation,
BSN-2537,USA,USA,Mediterranean,581.2,16.2,2.2,Silt,0.43,3.9,2.7,1.2,Available,water_quantity,
BSN-2538,USA,USA,Arid,37.5,17.4,5.2,Sand,0.01,4.7,2.7,1.3,Locked,water_quantity|land_degradation,
BSN-2539,Italy,ITA,Mediterranean,995.5,13.7,1.0,Silt,0.68,1.0,2.5,1.9,Restricted,low_materiality,
BSN-2540,Canada,CAN,Wet,1268.7,8.2,4.9,Peat,0.7,2.1,2.5,2.8,Restricted,low_materiality,0.0
BSN-2541,Chile,CHL,Arid,44.2,17.1,12.4,Sand,0.06,4.5,2.1,2.1,Restricted,water_quantity|land_degradation|erosion,
BSN-2542,Spain,,Mediterranean,710.1,15.1,0.9,Silt,0.61,1.8,3.0,2.1,Restricted,water_quality,
BSN-2543,Chile,CHL,Mediterranean,711.0,14.3,0.9,Clay,0.6,3.4,4.4,2.8,Available,water_quality|water_quantity,
BSN-2544,UK,GBR,Wet,909.9,12.0,1.5,Peat,0.71,4.6,2.8,3.4,Restricted,water_quantity|governance_risk,
BSN-2545,Spain,,Mediterranean,915.3,11.0,0.2,Silt,0.47,2.1,3.6,2.6,Available,water_quality,0.0
BSN-2546,UK,GBR,Wet,1007.8,10.6,3.8,Clay,0.81,3.6,1.8,1.9,Restricted,water_quantity,
BSN-2547,Spain,,Mediterranean,852.9,6.7,2.9,Loam,0.47,1.0,2.9,3.0,Restricted,governance_risk,
BSN-2548,Australia,,Arid,64.5,22.7,1.8,Sand,0.14,5.0,3.4,1.5,Restricted,water_quality|water_quantity|land_degradation,
BSN-2549,USA,USA,Mediterranean,750.9,12.4,0.2,Loam,0.63,3.6,2.5,2.7,Restricted,water_quantity,
BSN-2550,Chile,CHL,Wet,1716.3,7.6,6.9,Peat,0.65,1.9,3.3,2.6,Restricted,water_quality|erosion,
BSN-2551,Spain,,Mediterranean,701.1,18.4,0.4,Silt,0.51,1.8,1.5,4.2,Restricted,governance_risk,
BSN-2552,UK,GBR,Wet,1064.0,6.4,4.4,Loam,0.71,2.4,5.0,1.5,Restricted,water_quality,
BSN-2553,Canada,CAN,Wet,983.9,11.0,3.1,Peat,0.7,1.9,1.0,2.3,Restricted,low_materiality,
BSN-2554,Italy,ITA,Mediterranean,621.6,15.7,5.7,Clay,0.58,3.1,2.2,1.0,Restricted,water_quantity,0.0
BSN-2555,Italy,ITA,Mediterranean,562.9,16.5,1.6,Silt,0.49,1.4,1.9,3.5,Available,governance_risk,
BSN-2556,Chile,CHL,Mediterranean,698.9,7.8,1.8,Clay,0.59,3.3,2.7,2.1,Restricted,water_quantity,
BSN-2557,Italy,ITA,Mediterranean,538.4,10.3,2.5,Silt,0.56,3.4,3.3,3.6,Restricted,water_quality|water_quantity|governance_risk,
BSN-2558,UK,GBR,Wet,1622.2,9.2,5.0,Clay,0.8,3.7,3.0,2.8,Locked,water_quality|water_quantity,
BSN-2559,Chile,CHL,Wet,783.3,8.5,1.2,Loam,0.86,3.1,1.4,2.0,Restricted,water_quantity,
BSN-2560,USA,USA,Mediterranean,785.2,15.0,1.1,Clay,0.66,3.1,2.8,3.7,Restricted,water_quantity|governance_risk,
BSN-2561,Chile,CHL,Mediterranean,644.8,9.9,1.0,Loam,0.52,2.5,2.8,2.7,Available,low_materiality,
BSN-2562,UK,GBR,Wet,746.9,14.7,3.2,Clay,0.82,3.2,2.6,2.4,Locked,water_quantity,0.0
BSN-2563,USA,USA,Mediterranean,608.1,15.9,1.2,Loam,0.47,2.9,2.5,3.2,Available,governance_risk,
BSN-2564,UK,GBR,Wet,1226.6,11.4,2.4,Clay,0.81,2.1,2.5,2.2,Restricted,low_materiality,
BSN-2565,Italy,ITA,Mediterranean,420.3,16.1,1.2,Clay,0.61,2.0,4.4,3.0,Restricted,water_quality|governance_risk,
BSN-2566,USA,USA,Mediterranean,556.6,20.8,5.5,Loam,0.6,3.1,2.4,1.8,Restricted,water_quantity,
BSN-2567,Australia,,Arid,0.0,18.0,1.8,Rock,0.14,5.0,2.8,2.5,Locked,water_quantity|land_degradation,
BSN-2568,Italy,ITA,Mediterranean,535.3,24.6,3.3,Clay,0.58,1.4,2.7,1.1,Restricted,low_materiality,
BSN-2569,Spain,,Mediterranean,622.6,13.2,0.1,Loam,0.43,1.0,3.4,1.5,Restricted,water_quality,1.0
BSN-2570,Chile,CHL,Mediterranean,447.9,19.4,0.3,Silt,0.61,1.2,2.8,2.0,Available,low_materiality,
BSN-2571,Chile,CHL,Arid,27.3,23.6,6.4,Sand,0.17,4.7,2.8,2.5,Restricted,water_quantity|land_degradation|erosion,
BSN-2572,Chile,CHL,Wet,1883.6,9.4,19.3,Peat,0.67,3.2,3.6,1.1,Available,water_quality|water_quantity|erosion,
BSN-2573,Chile,CHL,Wet,1157.2,8.5,4.2,Peat,0.64,2.1,3.5,2.3,Restricted,water_quality,0.0
BSN-2574,Spain,,Mediterranean,459.9,15.6,0.9,Loam,0.57,1.5,3.7,3.2,Locked,water_quality|governance_risk,
BSN-2575,USA,USA,Arid,61.0,24.9,3.6,Sand,0.03,4.3,4.2,1.7,Available,water_quality|water_quantity|land_degradation,
BSN-2576,USA,USA,Arid,0.0,24.4,0.7,Sand,0.15,4.7,2.3,1.3,Restricted,water_quantity|land_degradation,
BSN-2577,Italy,ITA,Mediterranean,514.9,16.7,0.8,Loam,0.57,2.0,1.8,3.1,Restricted,governance_risk,
BSN-2578,Spain,,Mediterranean,242.2,13.3,1.2,Loam,0.43,2.8,2.2,4.2,Restricted,governance_risk,
BSN-2579,Spain,,Mediterranean,734.9,14.7,2.8,Clay,0.54,2.3,2.7,2.9,Restricted,low_materiality,
BSN-2580,Italy,ITA,Mediterranean,284.4,14.1,0.6,Silt,0.68,4.0,1.5,2.7,Restricted,water_quantity,
BSN-2581,USA,USA,Mediterranean,548.5,8.9,1.7,Clay,0.67,2.6,3.1,1.1,Restricted,water_quality,
BSN-2582,USA,USA,Mediterranean,605.3,17.7,2.5,Loam,0.66,2.7,3.6,1.6,Restricted,water_quality,
BSN-2583,Chile,CHL,Mediterranean,528.5,18.4,0.6,Clay,0.64,1.0,2.7,4.1,Available,governance_risk,
BSN-2584,Canada,CAN,Wet,696.9,6.9,17.4,Clay,0.68,3.4,2.8,2.8,Available,water_quantity|erosion,
BSN-2585,USA,USA,Arid,51.0,24.2,0.6,Sand,0.18,4.5,4.2,1.9,Locked,water_quality|water_quantity|land_degradation,
BSN-2586,USA,USA,Mediterranean,371.9,14.7,0.3,Clay,0.4,1.9,4.0,2.7,Available,water_quality,
BSN-2587,Spain,,Mediterranean,411.6,9.3,0.6,Loam,0.55,2.7,3.8,2.3,Locked,water_quality,
BSN-2588,USA,USA,Mediterranean,768.4,17.6,1.2,Silt,0.54,3.2,5.0,3.2,Restricted,water_quality|water_quantity|governance_risk,
BSN-2589,Canada,CAN,Wet,1126.7,5.5,2.8,Loam,0.86,3.5,3.1,2.4,Restricted,water_quality|water_quantity,1.0
BSN-2590,USA,USA,Mediterranean,664.7,10.5,4.1,Clay,0.68,3.7,4.5,1.8,Restricted,water_quality|water_quantity,
BSN-2591,Chile,CHL,Wet,1340.0,15.9,8.2,Loam,0.68,2.6,3.2,2.9,Restricted,water_quality|erosion,
BSN-2592,Chile,CHL,Arid,25.3,24.8,5.8,Sand,0.01,3.9,2.2,2.4,Restricted,water_quantity|land_degradation,
BSN-2593,Australia,,Arid,38.0,18.2,2.1,Sand,0.1,4.8,2.9,2.7,Restricted,water_quantity|land_degradation,
BSN-2594,Chile,CHL,Wet,881.2,8.0,3.6,Clay,0.61,3.6,2.5,2.5,Restricted,water_quantity,
BSN-2595,Italy,ITA,Mediterranean,628.3,13.8,2.0,Silt,0.41,1.6,2.7,1.0,Locked,low_materiality,
BSN-2596,Italy,ITA,Mediterranean,751.3,16.7,1.1,Silt,0.64,2.8,3.1,3.7,Restricted,water_quality|governance_risk,
BSN-2597,Australia,,Arid,39.6,13.5,4.5,Rock,0.06,4.7,3.6,3.0,Locked,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2598,Chile,CHL,Arid,58.6,25.6,0.3,Sand,0.16,4.5,3.2,1.6,Locked,water_quality|water_quantity|land_degradation,
BSN-2599,UK,GBR,Wet,1236.4,8.3,2.6,Clay,0.81,1.6,3.1,2.1,Restricted,water_quality,
BSN-2600,USA,USA,Arid,43.6,18.6,1.5,Rock,0.13,4.0,2.3,2.2,Restricted,water_quantity|land_degradation,
BSN-2601,Chile,CHL,Mediterranean,704.1,10.1,0.6,Loam,0.47,1.0,3.5,3.6,Locked,water_quality|governance_risk,
BSN-2602,USA,USA,Mediterranean,479.5,11.3,1.8,Loam,0.41,2.2,2.5,1.8,Restricted,low_materiality,
BSN-2603,USA,USA,Mediterranean,560.6,14.9,1.3,Loam,0.44,3.3,2.5,2.3,Restricted,water_quantity,
BSN-2604,Australia,,Arid,50.7,30.7,5.0,Sand,0.01,4.2,2.9,1.8,Locked,water_quantity|land_degradation,
BSN-2605,Italy,ITA,Mediterranean,700.4,13.6,0.3,Loam,0.56,3.3,4.6,3.2,Restricted,water_quality|water_quantity|governance_risk,
BSN-2606,USA,USA,Arid,23.4,27.4,1.1,Rock,0.17,4.1,3.1,2.6,Restricted,water_quality|water_quantity|land_degradation,
BSN-2607,Chile,CHL,Wet,875.7,14.7,8.8,Loam,0.69,3.4,4.0,2.8,Restricted,water_quality|water_quantity|erosion,
BSN-2608,USA,USA,Mediterranean,656.8,11.8,3.4,Silt,0.57,2.3,3.1,3.2,Restricted,water_quality|governance_risk,
BSN-2609,Chile,CHL,Mediterranean,565.3,22.7,0.8,Loam,0.53,2.9,2.9,2.8,Restricted,low_materiality,
BSN-2610,UK,GBR,Wet,842.6,11.9,9.3,Loam,0.83,1.0,1.8,2.1,Restricted,erosion,
BSN-2611,Italy,ITA,Mediterranean,787.5,12.6,0.2,Clay,0.68,3.0,3.9,2.6,Restricted,water_quality|water_quantity,1.0
BSN-2612,USA,USA,Mediterranean,371.7,20.5,2.1,Silt,0.67,3.4,2.8,2.4,Restricted,water_quantity,
BSN-2613,Spain,,Mediterranean,718.3,18.4,0.1,Loam,0.65,2.9,3.7,3.2,Restricted,water_quality|governance_risk,
BSN-2614,USA,USA,Mediterranean,412.8,10.9,5.9,Loam,0.49,1.0,4.3,3.0,Restricted,water_quality|governance_risk,
BSN-2615,USA,USA,Mediterranean,536.4,17.2,0.9,Clay,0.61,2.3,1.0,3.5,Restricted,governance_risk,
BSN-2616,Canada,CAN,Wet,1016.3,7.7,4.9,Clay,0.68,3.1,4.1,1.7,Locked,water_quality|water_quantity,
BSN-2617,Chile,CHL,Mediterranean,500.3,19.6,0.7,Loam,0.59,2.9,2.9,3.1,Available,governance_risk,
BSN-2618,Italy,ITA,Mediterranean,586.8,12.2,0.3,Silt,0.47,1.3,3.6,1.2,Restricted,water_quality,
BSN-2619,UK,GBR,Wet,783.1,13.6,1.4,Peat,0.68,3.9,1.2,2.3,Restricted,water_quantity,
BSN-2620,Chile,CHL,Mediterranean,747.0,13.0,3.4,Clay,0.58,1.3,1.8,2.5,Available,low_materiality,
BSN-2621,Chile,CHL,Arid,9.5,28.8,2.7,Rock,0.16,4.2,3.1,3.0,Available,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2622,USA,USA,Mediterranean,591.3,17.0,1.5,Clay,0.43,3.3,2.8,3.1,Restricted,water_quantity|governance_risk,
BSN-2623,Chile,CHL,Wet,1065.9,10.5,6.3,Peat,0.63,2.4,2.2,3.1,Available,governance_risk|erosion,
BSN-2624,USA,USA,Arid,7.1,25.8,4.9,Sand,0.08,4.3,2.7,2.4,Restricted,water_quantity|land_degradation,
BSN-2625,Spain,,Mediterranean,627.1,10.5,1.2,Clay,0.49,3.2,3.2,1.0,Restricted,water_quality|water_quantity,
BSN-2626,Chile,CHL,Mediterranean,551.5,17.7,1.2,Silt,0.66,1.0,1.9,2.4,Locked,low_materiality,
BSN-2627,Spain,,Mediterranean,552.3,13.7,1.7,Loam,0.59,1.0,2.0,1.0,Restricted,low_materiality,
BSN-2628,USA,USA,Arid,58.4,37.8,1.9,Sand,0.1,4.8,3.5,1.2,Restricted,water_quality|water_quantity|land_degradation,
BSN-2629,Spain,,Mediterranean,442.9,12.5,1.7,Clay,0.51,2.5,3.1,2.5,Available,water_quality,
BSN-2630,Chile,CHL,Wet,1206.6,10.5,11.3,Clay,0.78,2.2,1.9,1.5,Available,erosion,
BSN-2631,Spain,,Mediterranean,491.6,13.5,2.1,Silt,0.48,3.2,3.1,1.7,Restricted,water_quality|water_quantity,
BSN-2632,Spain,,Mediterranean,420.1,7.5,1.6,Clay,0.45,3.5,3.3,2.3,Restricted,water_quality|water_quantity,
BSN-2633,Chile,CHL,Wet,950.0,12.5,3.2,Peat,0.88,1.3,2.8,1.3,Restricted,low_materiality,
BSN-2634,UK,GBR,Wet,838.8,8.5,9.4,Peat,0.72,1.4,2.4,2.4,Restricted,erosion,
BSN-2635,Chile,CHL,Mediterranean,1014.5,13.6,2.6,Clay,0.66,3.7,2.7,2.0,Available,water_quantity,
BSN-2636,Chile,CHL,Mediterranean,599.1,4.8,1.1,Loam,0.5,1.6,4.1,2.9,Locked,water_quality,
BSN-2637,USA,USA,Arid,27.0,18.4,1.8,Sand,0.14,4.9,2.7,4.1,Locked,water_quantity|governance_risk|land_degradation,0.0
BSN-2638,UK,GBR,Wet,847.8,10.9,12.4,Peat,0.81,1.0,3.2,1.8,Restricted,water_quality|erosion,
BSN-2639,Canada,CAN,Wet,1001.2,9.5,13.6,Loam,0.85,2.0,3.7,2.5,Restricted,water_quality|erosion,
BSN-2640,Chile,CHL,Mediterranean,476.0,11.9,2.1,Clay,0.43,3.7,2.7,2.2,Restricted,water_quantity,
BSN-2641,UK,GBR,Wet,1155.2,13.5,3.6,Peat,0.84,2.0,3.5,2.6,Locked,water_quality,
BSN-2642,Spain,,Mediterranean,364.1,15.3,1.8,Loam,0.62,3.8,1.1,1.7,Restricted,water_quantity,
BSN-2643,USA,USA,Mediterranean,851.1,14.9,0.9,Clay,0.41,3.3,2.6,1.8,Available,water_quantity,
BSN-2644,Australia,,Arid,37.3,19.6,5.9,Rock,0.04,4.3,4.2,3.2,Locked,water_quality|water_quantity|governance_risk|land_degradation,0.0
BSN-2645,Chile,CHL,Wet,1209.6,10.0,8.6,Clay,0.63,2.3,2.2,2.7,Restricted,erosion,
BSN-2646,USA,USA,Arid,0.0,20.4,7.3,Sand,0.05,4.4,3.4,2.9,Restricted,water_quality|water_quantity|land_degradation|erosion,
BSN-2647,Canada,CAN,Wet,1359.7,11.0,12.7,Loam,0.65,2.2,1.7,1.6,Restricted,erosion,
BSN-2648,Canada,CAN,Wet,824.8,10.3,3.7,Peat,0.8,1.3,1.2,3.1,Locked,governance_risk,
BSN-2649,Chile,CHL,Wet,1431.8,5.1,8.1,Loam,0.84,2.5,1.0,1.6,Locked,erosion,0.0
BSN-2650,Australia,,Arid,25.5,16.9,0.5,Rock,0.07,4.5,3.2,3.1,Available,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2651,Chile,CHL,Mediterranean,614.5,13.4,2.0,Clay,0.42,4.2,2.9,2.2,Restricted,water_quantity,
BSN-2652,Italy,ITA,Mediterranean,707.9,17.5,1.2,Loam,0.59,2.1,3.1,2.2,Restricted,water_quality,
BSN-2653,Italy,ITA,Mediterranean,549.7,15.7,0.6,Clay,0.63,3.9,1.6,3.1,Restricted,water_quantity|governance_risk,
BSN-2654,Chile,CHL,Arid,36.7,17.1,9.2,Sand,0.11,4.6,1.4,2.5,Restricted,water_quantity|land_degradation|erosion,
BSN-2655,Chile,CHL,Wet,1382.7,12.7,5.4,Clay,0.61,2.5,3.1,2.0,Restricted,water_quality,0.0
BSN-2656,Chile,CHL,Mediterranean,544.0,14.9,1.2,Clay,0.69,3.9,2.3,2.4,Available,water_quantity,1.0
BSN-2657,Italy,ITA,Mediterranean,333.1,10.3,1.2,Clay,0.45,1.4,4.9,1.7,Restricted,water_quality,
BSN-2658,USA,USA,Mediterranean,416.4,11.1,0.3,Silt,0.51,1.4,3.1,3.7,Restricted,water_quality|governance_risk,
BSN-2659,Spain,,Mediterranean,560.9,17.5,1.3,Clay,0.59,2.6,2.4,2.2,Locked,low_materiality,
BSN-2660,Chile,CHL,Mediterranean,370.8,19.0,1.8,Clay,0.64,2.1,2.7,4.3,Restricted,governance_risk,
BSN-2661,Chile,CHL,Mediterranean,690.6,20.2,2.5,Loam,0.47,3.4,2.5,2.3,Restricted,water_quantity,
BSN-2662,Chile,CHL,Wet,1648.4,8.9,4.2,Peat,0.62,2.5,3.1,1.0,Restricted,water_quality,
BSN-2663,Spain,,Mediterranean,623.8,17.2,1.1,Loam,0.57,2.2,1.9,3.5,Restricted,governance_risk,
BSN-2664,Chile,CHL,Wet,1138.6,7.2,9.0,Clay,0.85,4.7,2.7,2.7,Restricted,water_quantity|erosion,
BSN-2665,Chile,CHL,Wet,1158.7,6.5,3.9,Loam,0.88,2.7,3.5,3.1,Restricted,water_quality|governance_risk,1.0
BSN-2666,Spain,,Mediterranean,456.4,18.0,2.1,Loam,0.4,1.9,4.1,1.4,Restricted,water_quality,
BSN-2667,UK,GBR,Wet,1685.8,6.8,3.7,Loam,0.8,2.2,2.5,2.6,Restricted,low_materiality,
BSN-2668,Chile,CHL,Arid,88.6,19.3,3.4,Sand,0.04,4.5,1.0,1.7,Restricted,water_quantity|land_degradation,0.0
BSN-2669,UK,GBR,Wet,1230.5,9.2,2.3,Loam,0.89,3.2,3.3,1.3,Restricted,water_quality|water_quantity,
BSN-2670,Italy,ITA,Mediterranean,522.1,25.5,4.3,Silt,0.69,2.0,3.4,3.2,Restricted,water_quality|governance_risk,
BSN-2671,Chile,CHL,Wet,1663.8,7.9,3.3,Loam,0.72,3.1,1.0,1.8,Available,water_quantity,
BSN-2672,Canada,CAN,Wet,1107.3,7.1,3.9,Peat,0.66,1.0,2.5,1.8,Restricted,low_materiality,
BSN-2673,Chile,CHL,Wet,894.2,13.2,2.7,Loam,0.8,3.5,2.4,1.9,Available,water_quantity,
BSN-2674,UK,GBR,Wet,1204.1,4.9,8.3,Clay,0.65,1.0,2.5,3.1,Restricted,governance_risk|erosion,
BSN-2675,Chile,CHL,Mediterranean,656.2,21.6,3.1,Silt,0.52,1.9,2.7,2.2,Available,low_materiality,
BSN-2676,Chile,CHL,Arid,41.1,18.6,1.6,Sand,0.18,5.0,5.0,3.8,Locked,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2677,Italy,ITA,Mediterranean,659.2,20.8,1.5,Silt,0.61,2.0,1.5,1.3,Restricted,low_materiality,
BSN-2678,Australia,,Arid,94.3,20.8,2.1,Sand,0.04,5.0,2.5,2.7,Restricted,water_quantity|land_degradation,
BSN-2679,Chile,CHL,Mediterranean,667.0,20.5,1.4,Clay,0.42,1.8,3.4,4.0,Restricted,water_quality|governance_risk,
BSN-2680,USA,USA,Mediterranean,302.7,7.6,6.7,Loam,0.53,3.5,3.1,3.6,Restricted,water_quality|water_quantity|governance_risk|erosion,
BSN-2681,Canada,CAN,Wet,1222.3,11.5,0.7,Loam,0.72,2.9,2.2,1.6,Available,low_materiality,
BSN-2682,Italy,ITA,Mediterranean,465.9,15.2,1.1,Clay,0.52,2.2,2.5,3.5,Restricted,governance_risk,
BSN-2683,Chile,CHL,Wet,1567.5,7.0,4.6,Loam,0.73,2.3,3.3,2.1,Available,water_quality,
BSN-2684,Chile,CHL,Arid,56.7,18.3,4.2,Sand,0.09,4.1,4.2,1.7,Available,water_quality|water_quantity|land_degradation,
BSN-2685,UK,GBR,Wet,956.7,12.2,5.3,Clay,0.89,3.3,2.4,2.7,Restricted,water_quantity,
BSN-2686,UK,GBR,Wet,762.0,9.4,10.2,Clay,0.78,2.5,4.0,3.0,Restricted,water_quality|governance_risk|erosion,
BSN-2687,USA,USA,Mediterranean,610.0,3.5,1.2,Silt,0.5,1.7,2.8,2.5,Restricted,low_materiality,
BSN-2688,Spain,,Mediterranean,703.3,9.7,2.7,Clay,0.59,1.3,2.1,2.2,Restricted,low_materiality,
BSN-2689,Chile,CHL,Wet,1058.2,9.6,8.3,Clay,0.63,3.2,3.6,2.4,Restricted,water_quality|water_quantity|erosion,
BSN-2690,Australia,,Arid,17.2,27.4,3.9,Sand,0.11,5.0,4.3,2.4,Restricted,water_quality|water_quantity|land_degradation,
BSN-2691,Spain,,Mediterranean,550.6,8.8,1.0,Loam,0.63,3.6,3.0,1.0,Restricted,water_quality|water_quantity,
BSN-2692,Spain,,Mediterranean,656.0,21.2,5.7,Clay,0.54,4.1,2.9,1.0,Restricted,water_quantity,
BSN-2693,USA,USA,Arid,69.0,18.0,2.7,Rock,0.19,4.8,3.0,3.1,Restricted,water_quality|water_quantity|governance_risk|land_degradation,
BSN-2694,USA,USA,Mediterranean,635.2,12.0,2.2,Clay,0.52,2.0,4.1,2.8,Restricted,water_quality,
BSN-2695,USA,USA,Arid,76.0,19.9,2.2,Sand,0.06,4.7,1.9,3.0,Restricted,water_quantity|governance_risk|land_degradation,0.0
